COSING Ref No,INCI name,INN name,Ph. Eur. Name,CAS No,Chem/IUPAC Name / Description,Restriction,Function,Update Date
75815,DISODIUM CAPRYLOAMPHODIACETATE,,, 68298-18-0,Disodium N-[2-(carboxylatomethoxy)ethyl]-N-[2-[(1-oxooctyl)amino]ethyl]glycinate,,"ANTISTATIC, CLEANSING, FOAM BOOSTING, FOAMING, HAIR CONDITIONING, HYDROTROPE, SURFACTANT",15/10/2010
80087,SODIUM STEAROAMPHOACETATE,,, 68298-17-9,Sodium N-(2-hydroxyethyl)-N-[2-[(1-oxooctadecyl)amino]ethyl]glycinate,,"ANTISTATIC, CLEANSING, FOAM BOOSTING, FOAMING, HAIR CONDITIONING, SURFACTANT",15/10/2010
59779,TOCOTRIENOLS,,, 6829-55-6,Tocotrienol,,"ORAL CARE, SKIN CONDITIONING, UV ABSORBER",15/10/2010
37479,RETINOL,retinol [INN:BAN],vitaminum a, 68-26-8 / 11103-57-4,Retinol; vitamin A,,SKIN CONDITIONING,15/10/2010
39686,ISOPROPYLBICYCLOOCTENYL METHYL KETONE,,, 68259-33-6,1-(5(or 6)-Methyl-7(or 8)-(1-methylethyl) bicyclo[2.2.2]oct-5-en-2-yl)ethan-1-one,,PERFUMING,02/03/2011
39709,ISOPROPYL-METHYL-BICYCLOOCTENE-2-CARBALDEHYDE,,, 68259-31-4,5(or 6)-Methyl-7(or 8)-(1-methylethyl)bicyclo[2.2.2]oct-5-ene-2-carbaldehyde,,PERFUMING,02/03/2011
34879,LAURAMIDOPROPYL ACETAMIDODIMONIUM CHLORIDE,,, 68259-01-8,(2-amino-2-oxoethyl)dimethyl-3-[(1-oxododecyl)amino]propylammonium chloride,,ANTISTATIC,15/10/2010
54828,BASIC YELLOW 87,,, 68259-00-7,"Pyridinium, 1- methyl-4-[( methylphenylhydrazono)methyl]-, methyl sulfate ( CI Basic Yellow 87 )",,HAIR DYEING,15/10/2010
38734,TRILAURYL PHOSPHATE,,, 682-49-5,Tridodecyl phosphate,,"PLASTICISER, SKIN CONDITIONING, SURFACTANT",15/10/2010
86730,POLYTERPENE,,, 68240-09-5,"Polyterpene is a copolymer of α-pinene, β-pinene, β-phelladrene and dipentene",,DEPILATORY,15/10/2010
31534,4-NITRO-O-PHENYLENEDIAMINE SULFATE,,, 68239-82-7,"1,2-Benzenediamine, 4-nitro, sulfate (1:1)",,HAIR DYEING,15/10/2010
35149,M-AMINOPHENOL SULFATE,,, 68239-81-6,Bis[(3-hydroxyphenyl)ammonium] sulphate (CI 76545),III/217,HAIR DYEING,17/10/2010
31515,3-ETHYLAMINO-P-CRESOL SULFATE,,, 68239-79-2,Bis[ethyl(4-hydroxy-o-tolyl)ammonium] sulphate,,HAIR CONDITIONING,15/10/2010
35290,METHYL GLUCETH-10,,, 68239-42-9,"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, ether with methyl .beta.-d-glucopyranoside (4:1)",,"EMULSIFYING, HUMECTANT, MOISTURISING",15/10/2010
35291,METHYL GLUCETH-20,,, 68239-42-9,"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, ether with methyl .beta.-d-glucopyranoside (4:1)",,"HUMECTANT, MOISTURISING",15/10/2010
38176,SORBITAN DIISOSTEARATE,,, 68238-87-9,"Sorbitan, diisooctadecanoate",,EMULSIFYING,15/10/2010
80034,PPG-25-LAURETH-25,,, 68238-81-3 / 37311-00-5,"Dodecanol, ethoxylated, propoxylated (2 mol EO, 4 mol PO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
34796,KERATIN,,, 68238-35-7,"Keratins. Natural, fibrous proteins occurring in vertebrates. They contain all of the common amino acids and are characterized by high cystine content",,"HAIR CONDITIONING, SKIN CONDITIONING",15/10/2010
39189,AR-ETHYLPHENYLBUTYRALDEHYDE,,, 68228-11-5,2-(Ar-ethylphenyl)butyraldehyde,,PERFUMING,02/03/2011
39543,DIETHYLQUINOLINE,,, 68228-10-4,Diethylquinoline,,PERFUMING,02/03/2011
39849,ETHYL 2-DIMETHYLCYCLOHEXENYLMETHYL-AMINOBENZOATE,,, 68228-09-1,"Ethyl 2-(((2,4(or3,5)-dimethyl-3-cyclohexenyl)methyl)amino)benzoate",,PERFUMING,02/03/2011
40754,4-METHYL-1-OXASPIROUNDECENE,,, 68228-06-8,4-Methyl-1-oxaspiro(5.5)undecene.,,PERFUMING,02/03/2011
75782,DISODIUM OLEAMIDO PEG-2 SULFOSUCCINATE,,, 68227-80-5,"Butanedioic Acid, Sulfo-, C-[2-[2-[(1-Oxo-9-Octadecenyl)Amino]Ethoxy]Ethyl] Ester, Disodium Salt;",,"CLEANSING, FOAM BOOSTING, HYDROTROPE, SURFACTANT",15/10/2010
79531,POTASSIUM CYCLOCARBOXYPROPYLOLEATE,,, 68227-50-9 / 68127-33-3,Potassium 5-carboxy-4-hexylcyclohex-2-ene-1-octanoate,,SURFACTANT,15/10/2010
37291,PROPYLENE GLYCOL DIUNDECANOATE,,, 68227-47-4,Isopropylene undecanoate,,"EMOLLIENT, FILM FORMING, VISCOSITY CONTROLLING",15/10/2010
75631,DIAMMONIUM DITHIODIGLYCOLATE,,, 68223-93-8,"Diammonium 2,2'-dithiodiacetate",,HAIR WAVING OR STRAIGHTENING,15/10/2010
39620,"3,5-DIMETHYLCYCLOHEXYLMETHYL ACETATE",,, 68213-86-5,"3,5-Dimethylcyclohexylmethyl acetate",,PERFUMING,02/03/2011
39019,ALLYLDIMETHOXYPHENETOLE,,, 68213-85-4,"4-(2-Propenyl)-2-methoxy-3-(1-methoxy)ethoxybenzene; 4-Allyl-2,alpha-dimethoxyphenetole; 1-(4-Allyl-2-methoxyphenyl)ethyl methyl ether",,PERFUMING,02/03/2011
95271,TRIMETHYLOLPROPANE DIALLYL ETHER,,, 682-09-7,"2,2-Bis-((2-propenyloxy)methyl)-1-butanol",,NOT REPORTED,18/04/2018
78358,LANOLIN CERA,,, 68201-49-0,"Lanolin, wax. Wax obtained by fractionation of anhydrous lanolin",,"ANTISTATIC, BINDING, EMOLLIENT, EMULSIFYING, FILM FORMING, FOAM BOOSTING, HAIR CONDITIONING, SKIN CONDITIONING",15/10/2010
92421,LANOLIN WAX,,, 68201-49-0,"De-Oiled Lanolin,Lanolin Cera (EU)",,"BINDING, EMOLLIENT, HAIR CONDITIONING, VISCOSITY CONTROLLING",20/07/2015
56671,HYDROGENATED SOY GLYCERIDES,,, 68201-48-9,"Hydrogenated Soy Glycerides is the end-product of the controlled hydrogenation of a mixture of mono, di and triglycerides derived from Glycine Soja Oil",,"SKIN CONDITIONING, VISCOSITY CONTROLLING",15/10/2010
97662,PEG-20 GLYCERYL COCOATE,,, 68201-46-7 (generic),PEG-20 Glyceryl Cocoate is the polyethylene glycol ether of Glyceryl Cocoate containing an average of 20 moles of ethylene oxide.,,SURFACTANT,24/10/2019
55040,C32-36 ISOALKYL STEARATE,,, 68201-22-9,"C32-36 Isoalkyl Stearate is the ester of a branched, saturated fatty acids with 32 to 36 carbons, with stearic acid",,"EMOLLIENT, SKIN CONDITIONING",15/10/2010
33091,CYANOCOBALAMIN,cyanocobalamin,cyanocobalaminum, 68-19-9,Cyanocobalamin; Vitamine B12,,SKIN CONDITIONING,15/10/2010
40472,METHYLCYCLOHEXENYL-BUTENYL ACETATE,,, 6819-19-8,3-(4-Methylcyclohex-3-enyl)but-3-enyl acetate,,PERFUMING,02/03/2011
39910,4-ETHYL-GAMMA-OCTALACTONE,,, 68188-98-7,5-Butyl-5-ethyldihydrofuran-2(3H)-one; gamma-ethyl-gamma-caprylolactone,,PERFUMING,02/03/2011
79375,SODIUM COCOYL AMINO ACIDS,,, 68188-38-5,"Acid chlorides, coco, reaction products with protein hydrolyzates",,"ANTISTATIC, CLEANSING, SURFACTANT",15/10/2010
79378,SODIUM COCOYL HYDROLYZED COLLAGEN,,, 68188-38-5,"Acid chlorides, coco, reaction products with protein hydrolyzates, sodium salts",,"ANTISTATIC, HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT",15/10/2010
80527,UNDECYLENOYL HYDROLYZED COLLAGEN,,, 68188-37-4,"Collagen hydrolyzates, 10-undecenoyl derivatives",,"ANTISTATIC, CLEANSING, HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT",15/10/2010
38060,SODIUM SOY HYDROLYZED COLLAGEN,,, 68188-31-8,"Acid chlorides, soya, reaction products with protein hydrolyzates, sodium salts",,"ANTISTATIC, HAIR CONDITIONING, SURFACTANT",15/10/2010
38206,SOYAMIDOPROPYL DIMETHYLAMINE,,, 68188-30-7,"Amides, soya, N-(3-(dimethylamino)propyl)",,"EMULSIFYING, SURFACTANT",15/10/2010
37781,SODIUM C9-22 ALKYL SEC SULFONATE,,, 68188-18-1,"Sulfonic acids, C9-22-sec-alkane, sodium salts",,"CLEANSING, FOAMING, SURFACTANT",15/10/2010
57202,MYROCARPUS FASTIGIATUS OIL,,, 68188-03-4,"Myrocarpus Fastigiatus Oil is the volatile oil obtained from Myrocarpus fastigiatus, Leguminosae",,MASKING,15/10/2010
56457,GLYCOL TALLATE,,, 68187-85-9,Ester of Glycol and Tall Oil Acid,,"EMOLLIENT, SKIN CONDITIONING",15/10/2010
57568,PEG-15 HYDROGENATED TALLOWMONIUM CHLORIDE,,, 68187-69-9,"Methanaminium, N,N-bis(hydropoly(oxy-1,2-ethanediyl)-N-(hydrogenated tallow alkyl)-, chlorides (15 mol EO average molar ratio)",,"ANTISTATIC, HAIR CONDITIONING",15/10/2010
37832,SODIUM COCOYL GLUTAMATE,,, 68187-32-6,"L-Glutamic acid, N-coco acyl derivs., monosodium salts",,"CLEANSING, SURFACTANT",15/10/2010
75827,DISODIUM COCOYL GLUTAMATE,,, 68187-30-4,"L-Glutamic acid, N-coco acyl derivs., disodium salts",,"CLEANSING, SURFACTANT",15/10/2010
38492,TEA-COCOYL GLUTAMATE,,, 68187-29-1,"L-Glutamic acid, N-coco acyl derivs., compds. with triethanolamine (1:1)",III/62,"CLEANSING, HAIR CONDITIONING, SURFACTANT",15/10/2010
92008,OXIDIZED STARCH ACETATE,,, 68187-08-6,Oxidized Starch Acetate is the product obtained by reacting starch with sodium hypochlorite and acetic anhydride,,SKIN CONDITIONING,30/10/2014
35324,METHYL ROSINATE,,, 68186-14-1,"Resin acids and Rosin acids, Me esters",,"FILM FORMING, PERFUMING, SKIN CONDITIONING",15/10/2010
35186,MEA-LAURETH SULFATE,,, 68184-04-3,"Ethanol, 2-amino-, compd. with .alpha.-sulfo-.omega.-(dodecyloxy)poly(oxy-1,2-ethanediyl) (1:1)",III/61,"CLEANSING, SURFACTANT",15/10/2010
35640,OLAFLUR,,, 6818-37-7,"Ethanol, 2,2'-[[3-[(2-hydroxyethyl)octadecylamino]propyl]imino] bis-, dihydrofluoride",,"ANTIPLAQUE, HAIR FIXING, ORAL CARE",15/10/2010
35020,LINOLEAMIDE MEA,,, 68171-52-8,"(9Z,12Z)-N-(2-Hydroxyethyl)octadeca-9,12-dien-1-amide",,"ANTISTATIC, FOAM BOOSTING, HAIR CONDITIONING, VISCOSITY CONTROLLING",15/10/2010
78809,PROPYLENE GLYCOL ISOSTEARATE,,, 68171-38-0 / 63799-53-1,"Isooctadecanoic acid, monoester with propane-1,2-diol",,"SKIN CONDITIONING, SURFACTANT",15/10/2010
57514,PEG-12 PALMITAMINE,,, 68155-33-9,"Poly(oxy-1,2-ethanediyl),.alpha.-hydro-omega, omega'-(hexadecyliminobis-, (12 mol EO average molar ratio)",,"ANTISTATIC, EMULSIFYING",15/10/2010
77110,PEG-50 TALLOW AMIDE,,, 68155-24-8 / 8051-63-6,"Amides, tallow, N-hydropoly(2-oxyethyl)- (50 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",24/01/2011
36269,PEG-5 TALLOW AMIDE,,, 68155-24-8 / 8051-61-4,"Amides, tallow, N-hydropoly(2-oxyethyl)- (5 mol EO average molar ratio)",,EMULSIFYING,15/10/2010
38444,TALLAMIDE DEA,,, 68155-20-4,"Amides, tall-oil fatty, N,N-bis(hydroxyethyl)",III/60,"FOAM BOOSTING, SURFACTANT, VISCOSITY CONTROLLING",15/10/2010
75246,COCAMIDOPROPYLAMINE OXIDE,,, 68155-09-9,"Amides, coco, N-[3-(dimethylamino)propyl], N-oxides",,"CLEANSING, FOAM BOOSTING, HAIR CONDITIONING, HYDROTROPE, SURFACTANT",04/10/2012
32586,CETOLETH-25,,, 68155-01-1 / 68920-66-1,"Alcohols, C16 and C18-unsaturated, ethoxylated (25 mol EO average molar ratio); Alcohols, C16 and C18-unsatd., ethoxylated; Alcohols, C16-18 and C18-unsatd., ethoxylated",,"CLEANSING, SURFACTANT",15/10/2010
32580,CETOLETH-10,,, 68155-01-1,"Alcohols, C16 and C18-unsaturated, ethoxylated (10 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
75163,CETOLETH-11,,, 68155-01-1,"Alcohols, C16 and C18-unsaturated, ethoxylated (11 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
75164,CETOLETH-15,,, 68155-01-1,"Alcohols, C16 and C18-unsaturated, ethoxylated (15 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
55355,CETOLETH-18,,, 68155-01-1,"Alcohols, C16 and C18-unsaturated, ethoxylated (18 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
55356,CETOLETH-2,,, 68155-01-1,"Alcohols, C16 and C18-unsaturated, ethoxylated (2 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
32583,CETOLETH-20,,, 68155-01-1,"Alcohols, C16 and C18-unsaturated, ethoxylated (20 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
75166,CETOLETH-22,,, 68155-01-1,"Alcohols, C16 and C18-unsaturated, ethoxylated (22 mol EO average molar ratio)",,"CLEANSING, EMULSIFYING, SURFACTANT",15/10/2010
32585,CETOLETH-24,,, 68155-01-1,"Alcohols, C16 and C18-unsaturated, ethoxylated (24 mol EO average molar ratio)",,"CLEANSING, SURFACTANT",15/10/2010
55237,CETOLETH-4,,, 68155-01-1,"Alcohols, C16 and C18-unsaturated, ethoxylated (4 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
55238,CETOLETH-5,,, 68155-01-1,"Alcohols, C16 and C18-unsaturated, ethoxylated (5 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
74940,CETOLETH-6,,, 68155-01-1,"Alcohols, C16 and C18-unsaturated, ethoxylated (6 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
78596,PPG-6-DECETH-4,,, 68154-97-2,"Decanol, ethoxylated, propoxylated (4 mol EO, 6 mol PO average molar ratio); Alcohols, C10-12, ethoxylated propoxylated",,"EMULSIFYING, SURFACTANT",15/10/2010
78597,PPG-6-DECETH-9,,, 68154-97-2,"Decanol, ethoxylated, propoxylated (9 mol EO, 6 mol PO average molar ratio); Alcohols, C10-12, ethoxylated propoxylated",,"EMULSIFYING, SURFACTANT",15/10/2010
78663,PPG-8-DECETH-6,,, 68154-97-2,"Decanol, ethoxylated, propoxylated (8 mol EO, 6 mol PO average molar ratio); Alcohols, C10-12, ethoxylated propoxylated",,"EMULSIFYING, SURFACTANT",15/10/2010
79637,POTASSIUM OLIVATE,,, 68154-77-8,Potassium salt of the fatty acids derived from Olea Europaea,,"EMULSIFYING, SURFACTANT",15/10/2010
38175,SORBITAN COCOATE,,, 68154-36-9,"Fatty acids, coco, monoesters with sorbitan",,EMULSIFYING,15/10/2010
78057,PEG-20 TALLOWATE,,, 68153-64-0,"Fatty acids, tallow, ethoxylated (20 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",24/01/2011
55843,DIETHYLENE GLYCOL ROSINATE,,, 68153-38-8,"Resin Acids and Rosin Acids, Esters with Diethylene Glycol",,"BINDING, BULKING, DEPILATORY, FILM FORMING, PLASTICISER",15/10/2010
86719,HEPTYL UNDECYLENATE,,, 68141-27-5,heptyl undec-10-enoate,,EMOLLIENT,15/10/2010
40351,6-ISOBUTYLQUINOLINE,,, 68141-26-4,6-Isobutylquinoline,,PERFUMING,02/03/2011
40599,PHENETHYL CROTONATE,,, 68141-20-8,2-Phenylethyl trans-2-butenoate,,PERFUMING,02/03/2011
40828,METHYLUNDECANAL DIMETHYL ACETAL,,, 68141-17-3,"1,1-Dimethoxy-2-methylundecane",,PERFUMING,02/03/2011
33825,ETHYL HYDROXYMETHYL OLEYL OXAZOLINE,,, 68140-98-7,4-Ethyl-2-(8-heptadecenyl)-2-oxazoline-4-methanol,,"ANTISTATIC, HAIR CONDITIONING",15/10/2010
39553,DIHYDROGERANIAL DIPHENETHYL ACETAL,,, 68140-52-3,"1,1'-((3,7-Dimethyl-6-octenylidene)bis(oxyethylene))bisbenzene",,PERFUMING,02/03/2011
39013,ACETYLISOPROPYLTETRAMETHYLINDANE,,, 68140-48-7,"1-(2,3-Dihydro-1,1,2,6-tetramethyl-3-(1-methylethyl)-1H-inden-5-yl)ethan-1-one; traseolide.",,PERFUMING,02/03/2011
38457,TALLOWAMIDE DEA,,, 68140-08-9,"Amides, tallow, N,N-bis(hydroxyethyl)",III/60,"ANTISTATIC, EMULSIFYING, EMULSION STABILISING, FOAM BOOSTING, SURFACTANT, VISCOSITY CONTROLLING",15/10/2010
32923,COCAMIDOPROPYL DIMETHYLAMINE,,, 68140-01-2,"Amides, coco, N-[3-(dimethylamino)propyl]",,"ANTISTATIC, EMULSIFYING, HAIR CONDITIONING, SURFACTANT",04/10/2012
32919,COCAMIDE MEA,,, 68140-00-1,"Amides, coco, N-(hydroxyethyl)",,"EMULSIFYING, EMULSION STABILISING, FOAM BOOSTING, SURFACTANT, VISCOSITY CONTROLLING",15/10/2010
75240,COCAMIDOPROPYL HYDROXYSULTAINE,,, 68139-30-0,"1-Propanaminium, N-(3-aminopropyl)-2-hydroxy-N,N-dimethyl-3-sulfo-, N-coco acyl derivs., hydroxides, inner salts",,"ANTISTATIC, CLEANSING, FOAM BOOSTING, HAIR CONDITIONING, SKIN CONDITIONING, SURFACTANT, VISCOSITY CONTROLLING",15/10/2010
79889,SODIUM OLEOAMPHOHYDROXYPROPYLSULFONATE,,, 68134-15-6,Sodium 2-hydroxy-3-[(2-hydroxyethyl)[2-[(1-oxo-9-octadecenyl)amino]ethyl]amino]propanesulphonate,,"CLEANSING, FOAM BOOSTING, FOAMING, HAIR CONDITIONING, HYDROTROPE, SURFACTANT",15/10/2010
38252,STEARAMIDOETHYL ETHANOLAMINE PHOSPHATE,,, 68134-13-4,[2-[(2-Hydroxyethyl)ammonio]ethyl](stearoyl)ammonium hydrogen phosphate,,ANTISTATIC,15/10/2010
39369,CITRYL CYCLOPENTANONE,,, 68133-79-9,"2-(3,7-Dimethylocta-2,6-dienyl)cyclopentan-1-one",,PERFUMING,02/03/2011
40219,TRANS-2-HEXENYL PHENYLACETATE,,, 68133-78-8,(E)-Hex-2-enyl phenylacetate,,PERFUMING,02/03/2011
40223,TRANS-2-HEXENYL SALICYLATE,,, 68133-77-7,(E)-2-Hexenyl 2-hydroxybenzoate,,PERFUMING,02/03/2011
40201,CIS-3-HEXENYL CINNAMATE,,, 68133-75-5,(Z)-3-Hexenyl 3-phenyl-2-propenoate,,PERFUMING,02/03/2011
40202,HEXENYLCYCLOPENTANONE,,, 68133-74-4,2-(Hex-3-enyl)cyclopentan-1-one,,PERFUMING,02/03/2011
40315,ISOAMYL GERANATE,,, 68133-73-3,"3-Methylbutyl (E)-3,7-dimethylocta-2,6-dienoate",,PERFUMING,02/03/2011
40217,CIS-3-HEXENYLOXYACETALDEHYDE,,, 68133-72-2,(Z)-(3-Hexenyloxy)acetaldehyde,,PERFUMING,02/03/2011
38250,STEARAMIDOETHYL DIETHYLAMINE PHOSPHATE,,, 68133-34-6,N-[2-(Diethylamino)ethyl]stearamide phosphate,,"ANTISTATIC, HAIR CONDITIONING",15/10/2010
41349,ALLYL TRIMETHYLHEXANOATE,,, 68132-80-9,"hexanoic acid, trimethyl-, 2-propenyl ester; 2-propenyl trimethyl-hexanoate",III/151,PERFUMING,15/10/2010
33360,DIHYDROXYETHYL TALLOWAMINE HCL,,, 68132-78-5,"Amines, tallow alkyl, ethoxylated, hydrochlorides",,"ANTISTATIC, HAIR CONDITIONING, SURFACTANT",15/10/2010
74428,AMMONIUM TALLATE,,, 68132-50-3,"Fatty acids, tall-oil, ammonium salts",,"CLEANSING, EMULSIFYING, SURFACTANT",15/10/2010
38536,TEA-TALLATE,,, 68132-46-7 / 67784-78-5,"Fatty acids, tall-oil, compds. with triethanolamine",III/62,"CLEANSING, EMULSIFYING, SURFACTANT",15/10/2010
78642,POLYCYCLOPENTADIENE,,, 68132-00-3 / 25568-84-7,Homopolymer of cyclopentadiene,,VISCOSITY CONTROLLING,15/10/2010
80678,TEA-POLYPHOSPHATE,,, 68131-71-5,"Polyphosphoric acids, esters with triethanolamine",,"CHELATING, EMULSIFYING",15/10/2010
79510,POTASSIUM CASEINATE,,, 68131-54-4,Potassium salt of casein,,"HAIR CONDITIONING, SKIN CONDITIONING",15/10/2010
54929,C12-14 SEC-PARETH-3,,, 68131-40-8 (generic); 84133-50-6 (generic),C12-14 Sec-Pareth-3 is a polyethylene glycol ether of a mixture of synthetic secondary C12-14 fatty alcohols with an average of 3 moles of ethylene oxide,,"EMULSIFYING, EMULSION STABILISING, SURFACTANT",26/03/2019
31766,C11-15 SEC-PARETH-12,,, 68131-40-8,"Alcohols, C11-15-secondary, ethoxylated (12 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
54870,C12-15 PARETH-10,,, 68131-39-5,"Alcohols, C12-15, ethoxylated (10 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
74640,C12-15 PARETH-11,,, 68131-39-5,"Alcohols, C12-15, ethoxylated (11 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
74641,C12-15 PARETH-12,,, 68131-39-5,"Alcohols, C12-15, ethoxylated (12 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
74643,C12-15 PARETH-2,,, 68131-39-5,"Alcohols, C12-15, ethoxylated (2 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
74645,C12-15 PARETH-3,,, 68131-39-5,"Alcohols, C12-15, ethoxylated (3 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
74646,C12-15 PARETH-4,,, 68131-39-5,"Alcohols, C12-15, ethoxylated (4 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
74647,C12-15 PARETH-5,,, 68131-39-5,"Alcohols, C12-15, ethoxylated (5 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
74648,C12-15 PARETH-7,,, 68131-39-5,"Alcohols, C12-15, ethoxylated (7 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
74652,C12-15 PARETH-9,,, 68131-39-5,"Alcohols, C12-15, ethoxylated (9 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
59165,SODIUM HUMATE,,, 68131-04-4,"Humic Acids, Sodium Salts",,"ABSORBENT, ANTIMICROBIAL, BUFFERING, CHELATING",15/10/2010
57536,PENTAERYTHRITYL ADIPATE/CAPRATE/CAPRYLATE/HEPTANOATE,,, 68130-55-2,"Pentaerythritol mixed esters with hexanedioic acid, octanoic acid, decanoic acid and heptanoic acid",,"EMOLLIENT, VISCOSITY CONTROLLING",15/10/2010
74698,C12-13 PARETH-10 PHOSPHATE,,, 68130-45-0,"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, mono-C12-13-alkyl ethers, phosphates (10 mol EO average molar ratio)",,"CLEANSING, EMULSIFYING, SURFACTANT",15/10/2010
75927,DIPENTAERYTHRITYL HEXACAPRYLATE/HEXACAPRATE,,, 68130-24-5,"Decanoic acid, ester with 2,2'-[oxybis(methylene)]bis[2-(hydroxymethyl)-1,3-propanediol] octanoate pentanoate",,"EMULSIFYING, SKIN CONDITIONING, SMOOTHING, VISCOSITY CONTROLLING",15/10/2010
74829,CARBOXYMETHYL HYDROXYPROPYL GUAR,,, 68130-15-4,"Guar gum, carboxymethyl 2-hydroxypropyl ether, sodium salt",,"BINDING, EMULSION STABILISING, GEL FORMING, VISCOSITY CONTROLLING",15/10/2010
83142,DISTARCH PHOSPHATE ACETATE,,, 68130-14-3,Distarch Phosphate Acetate is the product obtained by the reaction of Distarch Phosphate with acetic anhydride,,"STABILISING, VISCOSITY CONTROLLING",15/10/2010
77569,PEG-15 DEDM HYDANTOIN,,, 68130-12-1,"1,3-bis(2-Hydroxyethyl)-5,5-dimethylimidazolidine-2,4-dione, ethoxylated (15 mol EO average molar ratio)",,ANTIMICROBIAL,15/10/2010
76921,PEG-5 DEDM HYDANTOIN,,, 68130-12-1,"1,3-bis(2-Hydroxyethyl)-5,5-dimethylimidazolidine-2,4-dione, ethoxylated (5 mol EO average molar ratio)",,ANTIMICROBIAL,15/10/2010
41294,VETIVEROL,,, 68129-81-7 / 89-88-3,"1,2,3,3a,4,5,6,8a-Octahydro-2-isopropylidene-4,8-dimethylazulen-6-ol; vetivenol",,PERFUMING,02/03/2011
40955,RHODINOL,,, 6812-78-8,"(3S)-3,7-Dimethyl-7-octen-1-ol; a-citronellol",,PERFUMING,02/03/2011
32069,BASIC BLUE 99,,, 68123-13-7,"3-[(4-amino-6-bromo-5,8-dihydro-1-hydroxy-8-imino-5-oxo-2-naphtyl)amino]-N,N,N-trimethylanilinium chloride (CI 56059)",,HAIR DYEING,16/11/2016
79245,QUATERNIUM-27,,, 68122-86-1,"Imidazolium compounds, 4,5-dihydro-1-methyl-2-nortallow alkyl-1-(2-tallow amidoethyl), Me sulfates",,"ANTISTATIC, HAIR CONDITIONING",15/10/2010
38587,THIOGLYCOLIC ACID,,, 68-11-1,Mercaptoacetic acid,III/2a,"ANTIOXIDANT, DEPILATORY, HAIR WAVING OR STRAIGHTENING, REDUCING",17/11/2016
38970,ZINC PCA,,, 68107-75-5 / 15454-75-8,"Proline, 5-oxo-, zinc salt",III/24,"HUMECTANT, SKIN CONDITIONING",15/10/2010
83492,TEPRENONE,Teprenone [INN],, 6809-52-5,"5,9,13,17-Nonadecatetraen-2-one 6,10, 14, 18-Tetramethyl",,SKIN CONDITIONING,15/10/2010
39833,2-ETHYLBUTYL CYCLOPENT-1-ENEACETATE,,, 68092-41-1,2-Ethylbutyl cyclopent-1-ene-1-acetate,,PERFUMING,02/03/2011
39658,"1,3-DIMETHYL-3-PHENYLBUTYL ACETATE",,, 68083-58-9,"1,3-Dimethyl-3-phenylbutyl acetate",,PERFUMING,02/03/2011
39800,3-DODECENAL,,, 68083-57-8,Dodec-3-en-1-al,,PERFUMING,02/03/2011
95093,METHYL EPOXIDIZED SOYATE,,, 68082-35-9,"Fatty acids, soya, epoxidized, Me esters",,"FILM FORMING, PLASTICISER",30/04/2018
74639,C12-15 PARETH-10 PHOSPHATE,,, 68071-35-2,"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, mono-C12-15-alkyl ethers, phosphates (10 mol EO average molar ratio)",,"CLEANSING, EMULSIFYING, SURFACTANT",15/10/2010
31799,C12-15 PARETH-2 PHOSPHATE,,, 68071-35-2,"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy-, mono-C12-15-alkyl ethers, phosphates (2 mol EO average molar ratio)",,"EMULSIFYING, SURFACTANT",15/10/2010
